Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1

1,-,-,Has Unsafe Placard,False
1,-,-,Collapse,False
1,-,-,Residual Drift,False

1,B1031.001,-,Total in Building,20
1,B1031.001,-,Caused Unsafe Placard,False
1,B1031.001,1/0,Number in DS,0
1,B1031.001,1/0,Fraction Needed,0
1,B1031.001,1/0,Fraction Damaged,0
1,B1031.001,1/1,Number in DS,0
1,B1031.001,1/1,Fraction Needed,0
1,B1031.001,1/1,Fraction Damaged,0
1,B1031.001,2,Number in DS,0
1,B1031.001,2,Fraction Needed,0.311355329726665
1,B1031.001,2,Fraction Damaged,0
1,B1031.001,3,Number in DS,0
1,B1031.001,3,Fraction Needed,0.143253846192853
1,B1031.001,3,Fraction Damaged,0

1,B1033.001b,-,Total in Building,36
1,B1033.001b,-,Caused Unsafe Placard,False
1,B1033.001b,1,Number in DS,0
1,B1033.001b,1,Fraction Needed,0
1,B1033.001b,1,Fraction Damaged,0
1,B1033.001b,2,Number in DS,2
1,B1033.001b,2,Fraction Needed,0.435599924131243
1,B1033.001b,2,Fraction Damaged,0.0555555555555556
1,B1033.001b,3,Number in DS,0
1,B1033.001b,3,Fraction Needed,0.271659203701701
1,B1033.001b,3,Fraction Damaged,0
1,B1033.001b,4,Number in DS,0
1,B1033.001b,4,Fraction Needed,0.219059458906967
1,B1033.001b,4,Fraction Damaged,0

1,B1035.022,-,Total in Building,36
1,B1035.022,-,Caused Unsafe Placard,False
1,B1035.022,1,Number in DS,0
1,B1035.022,1,Fraction Needed,0
1,B1035.022,1,Fraction Damaged,0
1,B1035.022,2,Number in DS,0
1,B1035.022,2,Fraction Needed,0.507430825779659
1,B1035.022,2,Fraction Damaged,0
1,B1035.022,3,Number in DS,0
1,B1035.022,3,Fraction Needed,0.590657377058271
1,B1035.022,3,Fraction Damaged,0

1,B1035.032,-,Total in Building,144
1,B1035.032,-,Caused Unsafe Placard,False
1,B1035.032,1,Number in DS,0
1,B1035.032,1,Fraction Needed,0
1,B1035.032,1,Fraction Damaged,0
1,B1035.032,2,Number in DS,0
1,B1035.032,2,Fraction Needed,0.540001292902527
1,B1035.032,2,Fraction Damaged,0
1,B1035.032,3,Number in DS,0
1,B1035.032,3,Fraction Needed,0.476488982925328
1,B1035.032,3,Fraction Damaged,0

1,B2022.001,-,Total in Building,4050
1,B2022.001,-,Caused Unsafe Placard,False
1,B2022.001,1,Number in DS,0
1,B2022.001,1,Fraction Needed,0
1,B2022.001,1,Fraction Damaged,0
1,B2022.001,2,Number in DS,0
1,B2022.001,2,Fraction Needed,0.983642801234224
1,B2022.001,2,Fraction Damaged,0

1,B3011.011,-,Total in Building,549
1,B3011.011,-,Caused Unsafe Placard,False
1,B3011.011,1,Number in DS,0
1,B3011.011,1,Fraction Needed,0
1,B3011.011,1,Fraction Damaged,0
1,B3011.011,2,Number in DS,0
1,B3011.011,2,Fraction Needed,0.542785034313019
1,B3011.011,2,Fraction Damaged,0

1,B1031.021b,-,Total in Building,40
1,B1031.021b,-,Caused Unsafe Placard,False
1,B1031.021b,1/0,Number in DS,0
1,B1031.021b,1/0,Fraction Needed,0
1,B1031.021b,1/0,Fraction Damaged,0
1,B1031.021b,1/1,Number in DS,0
1,B1031.021b,1/1,Fraction Needed,0
1,B1031.021b,1/1,Fraction Damaged,0
1,B1031.021b,2,Number in DS,0
1,B1031.021b,2,Fraction Needed,0.020855634924615
1,B1031.021b,2,Fraction Damaged,0


2,-,-,Has Unsafe Placard,False
2,-,-,Collapse,False
2,-,-,Residual Drift,False

2,B1031.001,-,Total in Building,20
2,B1031.001,-,Caused Unsafe Placard,False
2,B1031.001,1/0,Number in DS,0
2,B1031.001,1/0,Fraction Needed,0
2,B1031.001,1/0,Fraction Damaged,0
2,B1031.001,1/1,Number in DS,0
2,B1031.001,1/1,Fraction Needed,0
2,B1031.001,1/1,Fraction Damaged,0
2,B1031.001,2,Number in DS,0
2,B1031.001,2,Fraction Needed,0.141836034040843
2,B1031.001,2,Fraction Damaged,0
2,B1031.001,3,Number in DS,0
2,B1031.001,3,Fraction Needed,0.0593169519157227
2,B1031.001,3,Fraction Damaged,0

2,B1033.001b,-,Total in Building,36
2,B1033.001b,-,Caused Unsafe Placard,False
2,B1033.001b,1,Number in DS,0
2,B1033.001b,1,Fraction Needed,0
2,B1033.001b,1,Fraction Damaged,0
2,B1033.001b,2,Number in DS,0
2,B1033.001b,2,Fraction Needed,0.41153820822215
2,B1033.001b,2,Fraction Damaged,0
2,B1033.001b,3,Number in DS,0
2,B1033.001b,3,Fraction Needed,0.668449258640961
2,B1033.001b,3,Fraction Damaged,0
2,B1033.001b,4,Number in DS,0
2,B1033.001b,4,Fraction Needed,0.425606344934195
2,B1033.001b,4,Fraction Damaged,0

2,B1035.022,-,Total in Building,36
2,B1035.022,-,Caused Unsafe Placard,False
2,B1035.022,1,Number in DS,0
2,B1035.022,1,Fraction Needed,0
2,B1035.022,1,Fraction Damaged,0
2,B1035.022,2,Number in DS,0
2,B1035.022,2,Fraction Needed,0.589326256815103
2,B1035.022,2,Fraction Damaged,0
2,B1035.022,3,Number in DS,0
2,B1035.022,3,Fraction Needed,0.268291043811943
2,B1035.022,3,Fraction Damaged,0

2,B1035.032,-,Total in Building,144
2,B1035.032,-,Caused Unsafe Placard,False
2,B1035.032,1,Number in DS,0
2,B1035.032,1,Fraction Needed,0
2,B1035.032,1,Fraction Damaged,0
2,B1035.032,2,Number in DS,0
2,B1035.032,2,Fraction Needed,0.860572556180455
2,B1035.032,2,Fraction Damaged,0
2,B1035.032,3,Number in DS,0
2,B1035.032,3,Fraction Needed,0.603908198049289
2,B1035.032,3,Fraction Damaged,0

2,B2022.001,-,Total in Building,4050
2,B2022.001,-,Caused Unsafe Placard,False
2,B2022.001,1,Number in DS,0
2,B2022.001,1,Fraction Needed,0
2,B2022.001,1,Fraction Damaged,0
2,B2022.001,2,Number in DS,0
2,B2022.001,2,Fraction Needed,1
2,B2022.001,2,Fraction Damaged,0

2,B3011.011,-,Total in Building,549
2,B3011.011,-,Caused Unsafe Placard,False
2,B3011.011,1,Number in DS,0
2,B3011.011,1,Fraction Needed,0
2,B3011.011,1,Fraction Damaged,0
2,B3011.011,2,Number in DS,0
2,B3011.011,2,Fraction Needed,0.328342883795718
2,B3011.011,2,Fraction Damaged,0

2,B1031.021b,-,Total in Building,40
2,B1031.021b,-,Caused Unsafe Placard,False
2,B1031.021b,1/0,Number in DS,0
2,B1031.021b,1/0,Fraction Needed,0
2,B1031.021b,1/0,Fraction Damaged,0
2,B1031.021b,1/1,Number in DS,0
2,B1031.021b,1/1,Fraction Needed,0
2,B1031.021b,1/1,Fraction Damaged,0
2,B1031.021b,2,Number in DS,0
2,B1031.021b,2,Fraction Needed,0.018618521769951
2,B1031.021b,2,Fraction Damaged,0


3,-,-,Has Unsafe Placard,False
3,-,-,Collapse,False
3,-,-,Residual Drift,False

3,B1031.001,-,Total in Building,20
3,B1031.001,-,Caused Unsafe Placard,False
3,B1031.001,1/0,Number in DS,0
3,B1031.001,1/0,Fraction Needed,0
3,B1031.001,1/0,Fraction Damaged,0
3,B1031.001,1/1,Number in DS,0
3,B1031.001,1/1,Fraction Needed,0
3,B1031.001,1/1,Fraction Damaged,0
3,B1031.001,2,Number in DS,0
3,B1031.001,2,Fraction Needed,0.141060469163019
3,B1031.001,2,Fraction Damaged,0
3,B1031.001,3,Number in DS,0
3,B1031.001,3,Fraction Needed,0.165655703570168
3,B1031.001,3,Fraction Damaged,0

3,B1033.001b,-,Total in Building,36
3,B1033.001b,-,Caused Unsafe Placard,False
3,B1033.001b,1,Number in DS,0
3,B1033.001b,1,Fraction Needed,0
3,B1033.001b,1,Fraction Damaged,0
3,B1033.001b,2,Number in DS,0
3,B1033.001b,2,Fraction Needed,0.912766336813499
3,B1033.001b,2,Fraction Damaged,0
3,B1033.001b,3,Number in DS,0
3,B1033.001b,3,Fraction Needed,0.194275515223608
3,B1033.001b,3,Fraction Damaged,0
3,B1033.001b,4,Number in DS,0
3,B1033.001b,4,Fraction Needed,0.224634465340777
3,B1033.001b,4,Fraction Damaged,0

3,B1035.022,-,Total in Building,36
3,B1035.022,-,Caused Unsafe Placard,False
3,B1035.022,1,Number in DS,0
3,B1035.022,1,Fraction Needed,0
3,B1035.022,1,Fraction Damaged,0
3,B1035.022,2,Number in DS,0
3,B1035.022,2,Fraction Needed,0.346737393817908
3,B1035.022,2,Fraction Damaged,0
3,B1035.022,3,Number in DS,0
3,B1035.022,3,Fraction Needed,0.224225227716681
3,B1035.022,3,Fraction Damaged,0

3,B1035.032,-,Total in Building,144
3,B1035.032,-,Caused Unsafe Placard,False
3,B1035.032,1,Number in DS,0
3,B1035.032,1,Fraction Needed,0
3,B1035.032,1,Fraction Damaged,0
3,B1035.032,2,Number in DS,0
3,B1035.032,2,Fraction Needed,0.515509793424354
3,B1035.032,2,Fraction Damaged,0
3,B1035.032,3,Number in DS,0
3,B1035.032,3,Fraction Needed,0.18304538926644
3,B1035.032,3,Fraction Damaged,0

3,B2022.001,-,Total in Building,4050
3,B2022.001,-,Caused Unsafe Placard,False
3,B2022.001,1,Number in DS,0
3,B2022.001,1,Fraction Needed,0
3,B2022.001,1,Fraction Damaged,0
3,B2022.001,2,Number in DS,0
3,B2022.001,2,Fraction Needed,1
3,B2022.001,2,Fraction Damaged,0

3,B3011.011,-,Total in Building,549
3,B3011.011,-,Caused Unsafe Placard,False
3,B3011.011,1,Number in DS,0
3,B3011.011,1,Fraction Needed,0
3,B3011.011,1,Fraction Damaged,0
3,B3011.011,2,Number in DS,0
3,B3011.011,2,Fraction Needed,0.580739274497506
